Name,Acc,Agi,Bal,Jum,Nat,Pac,Sta,Str,Agg,Ant,Bra,Cmp,Cnt,Cre,Dec,Det,Fla,Inf,Off,Pos,Tea,Wor,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,LTh,Mar,Pas,Pen,Tac,Tec,Age,Position,Value,Predicted_value,Difference
 Franck Dja Djdj               ,13,13,13,9,11,17,13,11,9,12,8,11,12,10,8,8,12,5,14,6,7,10, 7   , 10  , 12  , 10  ,12,7, 13  , 14  , 6   , 5   , 10  ,11, 3   ,14,25," AM (R), ST          ",2.6,9.896126,7.296125793457032
 Javier Portillo         ,15,15,12,10,11,14,13,13,8,12,12,12,9,12,9,18,11,6,12,11,14,15, 5   , 9   , 11  , 11  ,14,14, 13  , 15  , 4   , 4   , 13  ,13, 7   ,12,29, ST                  ,1.7000000000000002,12.661595,10.961595344543458
 Dimitar Berbatov      ,14,15,18,14,14,12,14,14,5,14,10,17,13,17,15,14,18,10,17,7,15,10, 7   , 12  , 15  , 15  ,19,12, 12  , 11  , 5   , 2   , 16  ,15, 3   ,18,30, ST                       ,11.75,55.72153,43.97153091430664
 Florent Zitte                   ,13,11,12,6,13,12,7,4,8,10,6,8,6,11,5,10,8,11,9,1,13,12, 7   , 7   , 8   , 10  ,8,5, 11  , 5   , 4   , 1   , 5   ,7, 1   ,8,18," M/AM (L), ST        ",0.065,0.9044266,0.8394265747070312
 Daniel Sturridge      ,17,18,16,8,15,16,14,11,10,12,9,12,10,12,12,19,13,4,14,6,7,9, 7   , 7   , 14  , 14  ,13,7, 9   , 12  , 5   , 5   , 11  ,12, 5   ,13,21," AM (L), ST               ",7.75,22.026955,14.27695369720459
 Francesco De Prosperis       ,14,13,11,7,14,12,11,4,10,10,8,9,8,8,9,11,3,10,7,8,12,15, 8   , 5   , 6   , 10  ,12,3, 11  , 11  , 2   , 7   , 8   ,8, 3   ,8,18, ST                     ,0.35000000000000003,1.317997,0.9679969787597655
 Dominick Kumbela        ,15,16,11,8,11,13,12,9,10,11,10,12,10,14,13,10,13,10,14,6,11,16, 8   , 8   , 13  , 13  ,13,7, 6   , 12  , 3   , 2   , 12  ,13, 5   ,13,27, ST                          ,1.2,8.35031,7.150310325622558
 Philipp Hofmann           ,12,7,9,14,13,9,5,6,3,11,9,9,6,7,7,6,10,3,8,5,6,9, 5   , 4   , 8   , 12  ,7,8, 12  , 10  , 1   , 6   , 3   ,6, 8   ,11,18, ST                                 ,0.2,0.34533024,0.14533023834228515
 Florent Sinama-Pongolle         ,16,14,12,8,10,14,12,10,5,10,8,13,11,12,12,14,13,8,13,6,12,8, 9   , 11  , 14  , 13  ,14,11, 9   , 11  , 7   , 4   , 12  ,13, 7   ,14,26, ST                  ,3.2,22.710379,19.51037817001343
 Torsten Oehrl             ,12,9,14,16,12,12,12,14,10,13,13,13,11,10,11,10,9,10,13,7,13,12, 10  , 8   , 11  , 14  ,11,10, 14  , 12  , 5   , 5   , 11  ,11, 9   ,12,25," AM (C), ST                         ",2.7,5.2459025,2.5459025382995604
 Antonio Infimo              ,12,8,8,8,7,10,6,4,7,3,9,8,5,4,5,10,7,4,9,7,14,11, 7   , 4   , 6   , 12  ,10,8, 11  , 5   , 1   , 3   , 3   ,3, 1   ,8,21, ST                    ,0.014,0.11891842,0.10491841888427735
 Karim Benyamina         ,13,11,12,9,11,12,16,12,10,13,12,13,11,10,13,10,11,10,13,3,10,11, 7   , 9   , 11  , 12  ,12,10, 12  , 11  , 4   , 5   , 10  ,5, 8   ,12,29," AM (R), ST                  ",0.7000000000000001,4.862225,4.16222505569458
 Nabil Baha              ,12,12,15,10,14,12,13,15,8,14,8,13,12,11,12,10,13,8,14,6,8,12, 10  , 10  , 13  , 13  ,14,13, 13  , 14  , 6   , 3   , 12  ,10, 3   ,14,29, ST                  ,0.875,7.0784163,6.203416347503662
 Kvin Constant               ,15,14,14,10,15,14,16,14,11,14,11,12,14,13,12,10,13,7,14,9,11,12, 3   , 6   , 10  , 16  ,14,10, 18  , 12  , 2   , 8   , 11  ,15, 7   ,11,30, ST                     ,4.9,19.660692,14.76069221496582
 Marco Ban                 ,11,10,13,8,4,10,4,8,5,12,7,8,9,10,7,10,11,12,13,6,8,9, 5   , 8   , 10  , 11  ,14,2, 9   , 7   , 4   , 5   , 8   ,4, 4   ,11,16, ST                                 ,1.2,3.6927056,2.4927056312561033
 Cdric Sinapi                   ,11,7,6,8,13,11,5,8,8,8,4,9,4,4,7,9,10,10,11,4,6,10, 4   , 8   , 7   , 11  ,11,4, 11  , 8   , 5   , 2   , 8   ,7, 2   ,10,17, ST                  ,1.0,0.90587616,-0.0941238403320313
 Clint Dempsey         ,13,13,14,13,14,12,15,12,12,10,10,13,14,12,12,14,15,7,13,13,14,14, 7   , 14  , 14  , 13  ,15,8, 12  , 14  , 1   , 8   , 13  ,12, 10  ,16,28," M/AM (RC), ST            ",6.75,14.707258,7.9572577476501465
 Milan Djuric                ,11,7,11,16,15,11,11,15,11,14,15,15,14,15,13,15,9,6,14,9,10,9, 5   , 6   , 8   , 15  ,11,5, 16  , 6   , 5   , 5   , 15  ,11, 5   ,10,21, ST                    ,1.9,10.782135,8.882134532928468
 Simone Missiroli            ,10,10,13,16,11,13,16,13,12,12,11,12,12,12,12,13,13,10,14,11,11,12, 5   , 14  , 12  , 11  ,12,5, 14  , 11  , 5   , 7   , 12  ,6, 9   ,12,25," M (RC), AM (RLC), ST  ",0.925,11.4016485,10.47664852142334
 Ra£l Tamudo             ,12,11,10,9,12,12,11,9,13,11,15,16,14,14,16,13,16,19,16,8,15,15, 8   , 13  , 14  , 15  ,13,11, 14  , 12  , 6   , 5   , 14  ,14, 5   ,14,33, ST                         ,1.2,15.809261,14.609261798858642
 Roberto                 ,8,10,15,15,13,12,14,13,12,13,15,13,9,8,11,10,11,11,12,11,12,15, 7   , 7   , 9   , 15  ,13,6, 16  , 12  , 4   , 7   , 10  ,11, 10  ,11,31, ST                  ,0.8250000000000001,3.9234757,3.0984757423400877
 Joel Acosta                  ,15,11,9,8,11,13,12,11,14,8,10,10,9,10,10,10,14,8,10,6,9,8, 4   , 7   , 7   , 8   ,12,6, 12  , 12  , 2   , 4   , 9   ,3, 2   ,11,16, ST                     ,0.875,3.1240082,2.2490081787109375
 Igor Mart¡nez           ,14,13,11,6,12,14,13,11,12,11,12,10,10,12,12,12,14,9,13,7,12,13, 8   , 12  , 12  , 12  ,10,5, 11  , 10  , 5   , 7   , 11  ,10, 6   ,12,21," AM (RC), ST                ",2.3000000000000003,8.028429,5.728428554534912
 Hervin Ongenda                  ,14,12,7,5,14,13,9,6,6,9,9,11,7,10,9,15,15,12,11,2,6,11, 9   , 7   , 11  , 11  ,12,11, 4   , 8   , 5   , 1   , 8   ,3, 2   ,12,16, ST                  ,3.4000000000000004,3.6019802,0.2019802093505857
 Cristian Bertani            ,14,15,10,9,16,13,15,8,11,15,11,11,12,11,14,15,11,7,13,8,14,13, 2   , 10  , 16  , 16  ,14,1, 6   , 9   , 1   , 2   , 13  ,4, 7   ,14,30," AM (RLC), ST          ",1.9,11.065311,9.165311431884767
 Reise Allassani      ,11,8,10,5,13,12,5,6,12,9,4,13,3,9,5,8,10,4,9,7,5,9, 3   , 5   , 6   , 10  ,8,2, 7   , 5   , 1   , 2   , 8   ,5, 2   ,8,16, ST                     ,0.9750000000000001,0.3947115,-0.5802885055541993
 Leonardo Ulloa          ,13,9,12,13,17,13,15,15,16,11,16,12,12,11,13,12,11,10,12,9,16,17, 7   , 9   , 11  , 15  ,8,8, 16  , 12  , 5   , 7   , 10  ,14, 10  ,11,24, ST                  ,2.8000000000000003,4.903586,2.103585910797119
 Marcel Podszus            ,12,8,11,11,16,14,10,10,10,5,5,11,9,4,12,10,12,13,7,6,11,14, 4   , 4   , 13  , 12  ,7,9, 13  , 4   , 3   , 5   , 8   ,3, 3   ,7,34, ST                                 ,0.1,0.2150917,0.11509170532226562
 Matteo Moment              ,14,13,11,11,13,13,12,11,10,9,11,13,9,9,13,12,11,9,14,9,11,10, 8   , 8   , 12  , 13  ,10,5, 11  , 10  , 3   , 4   , 10  ,13, 5   ,12,24, ST                    ,0.4,3.285439,2.8854390144348145
 Brandon Miele         ,13,10,8,2,16,12,7,4,7,6,4,7,5,7,6,9,8,8,3,5,10,11, 4   , 3   , 9   , 10  ,7,6, 4   , 8   , 1   , 4   , 7   ,9, 5   ,10,17," M/AM (C), ST             ",0.07,0.26694298,0.19694297790527343
 Danny Graham          ,12,12,13,11,13,7,16,18,11,16,15,15,13,7,13,14,8,13,16,8,17,18, 7   , 10  , 10  , 16  ,14,9, 14  , 12  , 9   , 11  , 11  ,16, 8   ,14,25, ST                       ,5.75,8.79787,3.047869682312012
 Luigi Castaldo              ,11,9,13,12,12,12,13,12,10,8,10,13,11,11,11,12,11,8,12,6,10,10, 8   , 11  , 13  , 14  ,10,5, 15  , 9   , 3   , 4   , 10  ,14, 4   ,14,29, ST                    ,0.17,2.7962327,2.6262327003479005
 Roussel Ngankam           ,12,10,11,8,13,12,6,11,10,8,4,8,4,7,7,6,14,8,12,8,7,9, 9   , 9   , 10  , 11  ,11,9, 11  , 9   , 2   , 6   , 10  ,9, 4   ,8,17," AM (L), ST                         ",0.8250000000000001,1.3471365,0.5221364974975585
 Darious Darkin        ,13,12,12,5,13,12,7,2,7,4,1,8,2,6,4,6,8,10,9,4,10,10, 8   , 7   , 6   , 8   ,5,5, 5   , 2   , 5   , 3   , 4   ,8, 1   ,9,17," AM (R), ST               ",0.05,0.08397579,0.03397579193115234
 Tom Winter           ,12,10,10,8,13,11,4,5,6,4,9,2,3,2,2,9,12,4,12,3,15,8, 4   , 4   , 8   , 11  ,12,1, 4   , 6   , 1   , 4   , 6   ,2, 1   ,8,16, ST                     ,0.007,0.1279378,0.12093779373168946
 Aleix Vidal             ,14,14,12,6,17,13,9,5,12,12,10,9,9,12,11,9,9,8,14,8,10,13, 8   , 11  , 13  , 13  ,13,10, 14  , 10  , 6   , 5   , 10  ,9, 5   ,12,21," AM (C), ST          ",0.55,8.22958,7.679579925537109
 Miquel Palanca          ,17,13,10,6,11,15,11,9,9,11,13,11,9,11,11,10,14,6,14,6,8,9, 7   , 13  , 13  , 13  ,13,12, 7   , 9   , 6   , 4   , 12  ,12, 6   ,13,23," AM (R), ST          ",0.75,16.406439,15.65643835067749
 Giampaolo Pazzini            ,14,15,13,12,13,14,16,15,14,17,17,17,13,10,13,14,8,9,17,10,13,17, 6   , 6   , 12  , 17  ,11,7, 18  , 11  , 8   , 6   , 11  ,13, 8   ,13,26, ST                     ,18.0,20.954782,2.954782962799072
 Gaizka Toquero          ,13,12,13,13,15,14,19,14,15,13,18,14,15,9,13,16,12,9,13,9,17,19, 5   , 11  , 11  , 13  ,11,6, 16  , 9   , 3   , 4   , 10  ,7, 10  ,10,26, ST                         ,2.6,15.92141,13.321409130096436
 Yoan Gouffran                   ,16,14,12,9,14,16,14,11,9,13,11,8,10,11,8,14,13,6,14,8,13,14, 5   , 9   , 13  , 11  ,13,10, 12  , 15  , 5   , 4   , 11  ,13, 4   ,14,25," M/AM (R), ST        ",5.0,20.09951,15.09951114654541
 Kike Sola               ,12,12,15,13,14,13,15,15,12,11,15,13,12,12,12,12,14,11,15,11,14,14, 10  , 10  , 12  , 17  ,12,10, 14  , 12  , 8   , 9   , 12  ,14, 9   ,12,25, ST                         ,3.5,14.554191,11.054190635681152
 Guido Marilungo              ,16,14,8,9,13,15,11,6,15,9,15,9,8,10,12,17,14,8,15,12,8,15, 5   , 8   , 10  , 16  ,9,6, 20  , 8   , 4   , 7   , 10  ,11, 13  ,10,22, ST                     ,3.0,4.8336506,1.8336505889892578
 Marco Marchionni             ,14,12,12,8,6,14,12,12,8,14,12,13,13,12,14,15,14,7,14,14,13,11, 5   , 9   , 10  , 15  ,12,8, 12  , 10  , 5   , 5   , 10  ,15, 6   ,12,24, ST                     ,2.8000000000000003,14.923956,12.123956394195556
 Braulio                 ,14,11,12,9,10,12,11,13,16,11,13,9,12,12,11,13,15,8,15,8,13,15, 6   , 9   , 14  , 13  ,13,8, 12  , 11  , 5   , 5   , 12  ,13, 6   ,14,25, ST                         ,2.8000000000000003,7.2219443,4.421944332122802
 Mehdi Lazaar         ,13,9,8,2,12,13,11,8,2,8,2,6,4,10,6,6,14,2,10,12,2,4, 13  , 8   , 11  , 12  ,8,8, 6   , 10  , 3   , 2   , 8   ,10, 4   ,12,18," M/AM (C), ST           ",0.007,0.54183245,0.534832447052002
 Gianluca Rubin               ,13,10,9,9,13,10,10,5,7,6,13,4,8,5,13,9,12,10,4,4,16,12, 4   , 3   , 11  , 8   ,9,4, 9   , 4   , 2   , 2   , 5   ,9, 2   ,8,17, ST                     ,0.1,0.3119111,0.2119111061096191
 Niccol Giannetti           ,13,11,13,9,11,10,8,12,11,10,2,7,10,8,13,7,7,1,13,10,8,12, 4   , 3   , 9   , 13  ,10,9, 13  , 7   , 3   , 4   , 13  ,5, 5   ,9,20, ST                    ,1.5,0.4377985,-1.0622014999389648
 Freddie Sears        ,16,11,8,7,14,15,10,9,9,11,11,11,9,11,10,10,7,8,12,8,9,12, 10  , 12  , 11  , 10  ,11,10, 6   , 10  , 3   , 5   , 10  ,7, 6   ,12,21," AM (R), ST             ",1.6,4.418304,2.8183039665222163
 Ettore Marchi               ,11,11,10,9,12,13,12,9,11,10,10,11,12,11,13,14,14,11,12,14,10,11, 4   , 5   , 7   , 13  ,9,6, 11  , 9   , 5   , 4   , 10  ,13, 5   ,10,25, ST                    ,0.075,1.5321922,1.4571922302246092
 Sanmi Odelusi         ,12,11,12,9,11,12,12,7,8,8,9,10,8,11,9,6,9,4,10,9,9,11, 5   , 7   , 8   , 9   ,9,5, 7   , 7   , 6   , 6   , 8   ,8, 7   ,10,18, ST                       ,0.24,0.75339556,0.5133955574035645
 Juanjo                  ,12,9,11,13,14,11,15,12,7,11,11,12,12,8,10,8,9,6,12,7,12,14, 7   , 7   , 11  , 11  ,11,6, 15  , 9   , 11  , 7   , 12  ,11, 8   ,11,25, ST                  ,1.3,2.0968938,0.7968937873840332
 Cristian                ,13,13,13,9,11,13,7,5,13,9,10,12,8,8,13,7,10,13,10,8,10,11, 9   , 5   , 10  , 12  ,13,6, 13  , 6   , 3   , 9   , 9   ,9, 8   ,12,22, ST                  ,0.09,2.8804135,2.79041353225708
 Lars Jungnickel         ,11,11,9,10,11,13,12,9,12,10,13,12,10,11,11,14,5,9,11,9,13,15, 6   , 11  , 10  , 11  ,10,6, 5   , 8   , 6   , 6   , 8   ,11, 7   ,11,29," DM, M (C), AM (RL), ST      ",0.3,2.0331597,1.7331597328186035
 Sascha Rsler           ,10,11,14,12,12,11,13,14,15,12,13,13,10,13,13,18,11,14,12,10,12,11, 12  , 9   , 11  , 12  ,12,16, 13  , 13  , 8   , 9   , 13  ,13, 9   ,13,33," AM (C), ST                  ",0.6,4.211011,3.611010932922363
 Marko Marin               ,18,20,6,6,13,14,11,4,5,9,8,13,10,12,7,12,19,6,14,4,5,7, 14  , 15  , 18  , 8   ,17,13, 8   , 10  , 6   , 4   , 13  ,12, 5   ,18,22," AM (RLC), ST                       ",10.5,24.580273,14.080273628234863
 Tommaso Davini              ,8,9,6,10,13,8,8,3,7,3,4,13,8,4,7,9,16,1,9,6,12,12, 4   , 5   , 10  , 15  ,5,7, 8   , 8   , 3   , 3   , 3   ,2, 2   ,9,19, ST                    ,0.0029999999999999996,0.06613016,0.06313016128540039
 Giovanni Federico       ,10,14,13,10,11,11,10,11,6,15,7,14,8,15,14,10,14,9,12,10,13,7, 12  , 12  , 13  , 14  ,13,11, 10  , 14  , 8   , 6   , 14  ,15, 6   ,15,30," AM (RC), ST                 ",1.5,5.582843,4.082842826843262
 Timo Dauber             ,13,10,8,10,11,12,5,3,9,5,3,4,7,8,5,8,11,2,5,3,6,9, 9   , 9   , 9   , 11  ,12,9, 7   , 7   , 2   , 2   , 9   ,6, 4   ,8,17," AM (RL), ST                 ",0.02,0.47026157,0.4502615737915039
 Kriszti n Adorj n     ,8,6,8,7,9,10,10,6,7,12,6,12,12,14,9,9,12,6,14,4,8,8, 10  , 11  , 9   , 9   ,12,11, 7   , 12  , 3   , 5   , 14  ,12, 8   ,14,18," AM (C), ST               ",0.675,2.0879722,1.4129721641540527
 Zlatko Dedic            ,15,15,12,10,12,14,17,11,11,10,9,9,11,10,11,15,15,10,15,10,14,14, 7   , 6   , 14  , 13  ,8,9, 9   , 15  , 4   , 5   , 11  ,10, 7   ,13,26," AM (RL), ST                 ",3.5,3.997755,0.4977550506591799
 Sven Krause             ,12,12,14,10,12,12,9,11,6,9,8,7,12,13,8,8,12,6,12,6,8,10, 5   , 4   , 10  , 11  ,10,7, 11  , 12  , 4   , 3   , 8   ,9, 3   ,10,25, ST                          ,0.14,1.223383,1.0833829498291017
 Andy Johnson          ,16,16,10,8,15,14,16,9,11,16,16,12,14,10,13,17,12,5,16,8,15,16, 5   , 11  , 9   , 14  ,12,6, 10  , 8   , 4   , 4   , 13  ,13, 4   ,11,30, ST                       ,3.0,12.627552,9.627551555633545
 Valeri Domovchiyski     ,16,13,9,10,11,14,10,9,7,13,9,11,10,13,10,11,12,7,14,4,9,12, 5   , 10  , 11  , 13  ,13,8, 11  , 12  , 4   , 2   , 10  ,15, 5   ,13,24," AM (C), ST                  ",2.1,14.831815,12.731814765930176
 Emmanuel Rivire                ,16,15,14,12,14,15,14,14,8,12,13,9,11,9,10,15,12,6,13,9,12,14, 5   , 11  , 11  , 11  ,11,9, 11  , 12  , 5   , 5   , 9   ,12, 6   ,12,21," AM (R), ST          ",4.0,12.520878,8.520878314971924
 David Rodr¡guez         ,16,14,8,9,13,14,15,9,11,13,16,12,11,11,11,15,12,7,16,8,14,16, 5   , 6   , 12  , 15  ,9,10, 12  , 8   , 6   , 5   , 8   ,12, 7   ,12,25, ST                  ,2.5,5.6366706,3.1366705894470215
 Souleymane Camara               ,16,15,13,8,15,15,14,13,7,13,12,12,11,9,10,12,13,9,14,8,13,15, 6   , 10  , 12  , 11  ,13,11, 11  , 14  , 5   , 4   , 10  ,15, 4   ,13,28," AM (RL), ST         ",3.8,18.09453,14.294530105590821
 Nicola Porto                 ,13,13,13,9,15,12,6,6,10,5,3,7,13,9,4,7,15,2,3,9,10,10, 6   , 10  , 11  , 17  ,10,14, 16  , 15  , 11  , 3   , 15  ,18, 8   ,14,35, ST                     ,0.44999999999999996,1.4125276,0.9625275611877442
 Claudio Coralli             ,14,14,10,10,10,14,14,13,8,10,6,12,11,10,12,16,11,10,12,9,11,11, 8   , 8   , 13  , 15  ,11,5, 12  , 8   , 4   , 5   , 8   ,13, 5   ,12,28, ST                    ,0.42500000000000004,6.401527,5.976526927947998
 Raffaele Palladino           ,12,14,11,8,14,12,13,9,12,13,10,13,9,13,13,9,14,6,15,14,14,11, 4   , 5   , 8   , 16  ,11,10, 16  , 12  , 4   , 6   , 12  ,15, 4   ,11,23, ST                     ,3.0,4.7704077,1.7704076766967773
 Dominic St Louis      ,11,7,5,11,9,11,4,3,9,8,9,8,4,2,2,10,6,9,1,1,12,8, 7   , 4   , 6   , 9   ,8,4, 11  , 3   , 1   , 1   , 3   ,3, 1   ,4,16, ST                       ,0.011999999999999999,0.12665749,0.11465748596191407
 Yonathan Del Valle              ,13,12,11,11,17,15,7,7,14,11,7,12,11,11,11,12,10,3,12,11,12,12, 10  , 6   , 14  , 11  ,14,10, 11  , 11  , 3   , 5   , 9   ,9, 4   ,13,21, ST                  ,2.3000000000000003,3.5304284,1.230428409576416
 Ryan Noble            ,14,9,9,10,8,15,6,8,11,13,9,7,7,8,5,8,10,3,10,4,8,13, 9   , 7   , 11  , 12  ,8,10, 9   , 9   , 1   , 3   , 7   ,16, 4   ,9,19, ST                       ,0.65,1.9441319,1.2941318511962892
 Umberto Bellani             ,11,10,7,6,12,11,4,5,6,6,6,6,1,5,5,8,6,1,11,2,7,9, 2   , 3   , 4   , 9   ,7,3, 8   , 4   , 1   , 1   , 2   ,3, 1   ,6,20, ST                    ,0.007,0.06080389,0.053803890228271485
 Grant Holt            ,12,12,13,13,13,11,14,16,15,13,15,13,11,12,12,19,7,15,14,11,13,15, 6   , 9   , 11  , 13  ,11,4, 15  , 12  , 2   , 5   , 11  ,15, 9   ,11,30, ST                       ,3.5,6.4116955,2.9116954803466797
 Ali Ahmadi                  ,13,10,7,11,8,11,11,8,10,9,10,5,5,9,10,11,9,2,15,3,17,15, 10  , 13  , 15  , 8   ,14,8, 9   , 9   , 4   , 2   , 14  ,11, 2   ,9,19," AM (L), ST            ",0.775,2.182467,1.4074669837951659
 Collin Quaner           ,13,8,10,15,5,13,7,5,12,10,3,10,7,11,9,7,17,6,14,6,8,11, 11  , 13  , 12  , 12  ,13,9, 14  , 12  , 7   , 10  , 9   ,4, 9   ,12,19," M/AM (L), ST                ",1.3,2.1431804,0.8431803703308105
 Didier Ya Konan           ,17,18,14,8,13,16,17,11,17,11,10,11,8,8,10,12,18,4,14,10,7,18, 9   , 10  , 15  , 12  ,17,9, 10  , 12  , 4   , 6   , 13  ,12, 10  ,17,27," AM (R), ST                         ",10.0,23.98385,13.983850479125977
 Aaron Hunt                ,12,15,10,10,7,14,12,9,6,12,7,11,7,16,16,5,17,6,17,8,9,11, 10  , 14  , 13  , 16  ,15,10, 7   , 14  , 6   , 5   , 15  ,12, 7   ,16,24," AM (RLC), ST                       ",7.5,19.398382,11.89838171005249
 Jon Stead            ,12,12,12,14,14,12,13,14,10,13,14,13,10,11,11,12,13,7,12,8,15,17, 4   , 11  , 11  , 11  ,13,8, 13  , 12  , 5   , 8   , 11  ,10, 5   ,11,28, ST                     ,1.0,6.14527,5.145269870758057
 Diego Forl n                 ,14,16,12,10,16,14,14,12,12,16,10,16,14,13,15,16,15,16,16,7,13,13, 13  , 13  , 14  , 18  ,15,16, 14  , 17  , 4   , 6   , 11  ,18, 5   ,14,32, ST                     ,16.75,57.009335,40.259334564208984
 Alban Ramaj             ,15,13,10,9,9,13,10,10,13,10,11,9,8,11,9,10,12,8,13,10,10,12, 9   , 10  , 12  , 12  ,11,9, 9   , 9   , 6   , 3   , 10  ,11, 5   ,11,25," AM (R), ST                  ",0.35000000000000003,3.261385,2.9113849639892573
 Manucho                 ,12,13,16,16,16,13,15,16,13,8,13,11,11,8,10,9,14,9,14,12,10,12, 7   , 7   , 13  , 11  ,10,11, 17  , 13  , 12  , 7   , 8   ,13, 7   ,13,28, ST                  ,1.4000000000000001,3.1608033,1.7608033180236815
 Ilian Micanski            ,14,12,14,13,13,13,11,13,9,12,10,13,12,11,12,11,11,9,13,10,14,14, 3   , 9   , 13  , 14  ,13,5, 13  , 10  , 2   , 7   , 13  ,9, 7   ,13,25, ST                                 ,3.4000000000000004,12.018404,8.618404006958007
 Umut Bulut                      ,16,15,12,13,16,15,17,14,18,13,16,9,16,9,11,18,10,11,13,10,16,18, 5   , 8   , 11  , 12  ,10,6, 12  , 11  , 9   , 8   , 9   ,11, 11  ,10,28, ST                  ,4.4,9.315041,4.915040111541748
 Steven Skrzybski        ,8,10,9,4,17,12,5,3,11,7,4,12,6,10,5,10,9,5,10,8,9,10, 8   , 9   , 12  , 11  ,12,4, 11  , 7   , 1   , 3   , 8   ,8, 5   ,10,18," AM (RLC), ST                ",1.3,1.0152006,-0.2847993850708008
 Andrea Belotti              ,12,12,12,2,11,12,6,7,6,8,9,11,4,5,4,8,16,9,10,4,15,11, 6   , 2   , 9   , 8   ,8,8, 6   , 9   , 1   , 3   , 10  ,6, 1   ,11,17, ST                    ,0.42500000000000004,0.50527096,0.08027095794677731
 Ettore Mendicino            ,14,11,11,12,12,13,12,12,11,9,9,10,10,10,9,18,10,8,15,6,10,12, 4   , 5   , 12  , 14  ,8,4, 13  , 11  , 3   , 6   , 11  ,7, 8   ,11,20," AM (L), ST            ",1.4000000000000001,2.5584722,1.158472156524658
 Peter L?venkrands     ,18,16,12,9,17,14,10,9,4,16,8,11,9,13,12,13,13,7,16,4,10,12, 9   , 10  , 11  , 13  ,10,10, 9   , 12  , 5   , 2   , 11  ,15, 3   ,12,31," AM (L), ST               ",2.7,5.6064034,2.906403350830078
 Abel Hern ndez               ,15,14,11,12,12,14,13,12,10,12,13,13,14,12,13,18,14,12,15,14,10,9, 6   , 11  , 16  , 15  ,14,8, 10  , 13  , 7   , 5   , 13  ,13, 4   ,16,20, ST                     ,9.5,44.687874,35.1878719329834
 Cacau                     ,17,17,14,9,13,14,16,11,15,10,13,8,8,14,9,13,14,10,13,9,12,18, 10  , 13  , 14  , 10  ,16,10, 14  , 15  , 3   , 5   , 14  ,12, 8   ,15,30, ST                                 ,8.75,31.187525,22.437524795532227
 Charlie Austin       ,9,9,13,14,13,10,14,13,8,15,15,15,14,9,12,14,7,10,14,7,15,16, 1   , 7   , 10  , 14  ,11,5, 12  , 5   , 3   , 8   , 8   ,12, 5   ,10,22, ST                     ,1.9,14.795012,12.89501247406006
 Ivica Olic                ,18,17,16,12,20,19,20,14,20,14,19,12,17,7,9,20,16,13,17,11,10,20, 2   , 9   , 12  , 10  ,7,4, 15  , 9   , 7   , 8   , 8   ,14, 10  ,9,31, ST                                 ,9.0,16.638199,7.638197898864746
 Francisco Javier Zafra  ,13,10,12,3,11,11,6,3,6,5,3,8,4,6,5,7,13,1,13,3,8,10, 9   , 6   , 9   , 8   ,8,5, 8   , 5   , 1   , 3   , 6   ,6, 3   ,10,18, ST                  ,0.007,0.12821436,0.12121435928344727
 Riccardo Bini               ,7,10,10,10,8,10,5,2,9,3,2,3,1,2,1,9,8,1,10,2,8,10, 2   , 1   , 6   , 10  ,6,1, 8   , 3   , 1   , 1   , 4   ,3, 1   ,7,18, ST                    ,0.005,0.01500845,0.010008449554443358
 David Spies             ,12,10,11,10,17,7,9,3,13,5,3,10,6,5,7,8,16,9,9,4,11,13, 1   , 5   , 11  , 8   ,12,4, 13  , 8   , 3   , 1   , 7   ,3, 2   ,9,16, ST                          ,0.022000000000000002,0.26773453,0.2457345275878906
 Ashley Barnes        ,13,11,13,11,14,12,14,12,12,14,13,10,12,11,12,15,7,9,12,12,14,13, 3   , 7   , 8   , 10  ,12,4, 12  , 9   , 5   , 7   , 9   ,13, 7   ,12,21, ST                     ,0.35000000000000003,6.855762,6.505762004852294
 Lukas Jutkiewicz     ,12,5,11,13,13,13,12,14,15,10,14,12,7,6,9,15,11,8,14,9,13,13, 7   , 9   , 11  , 14  ,14,10, 13  , 10  , 4   , 4   , 12  ,15, 9   ,12,22, ST                     ,1.6,7.8353906,6.2353905677795405
 Tobias Steffen          ,13,8,11,6,12,12,12,6,12,10,6,10,10,8,12,9,14,12,13,7,16,12, 9   , 6   , 13  , 13  ,13,9, 13  , 8   , 4   , 6   , 12  ,9, 9   ,11,19, ST                          ,1.4000000000000001,3.1786466,1.7786465644836424
 Conor Doyle          ,14,10,11,9,14,14,11,12,9,11,9,11,9,8,9,9,2,3,11,8,9,12, 2   , 5   , 9   , 11  ,8,2, 8   , 8   , 2   , 5   , 9   ,7, 7   ,8,19," AM (RC), ST            ",1.2,1.8694782,0.6694782257080079
 Jong Tae-Se             ,11,14,14,14,14,15,15,14,12,12,13,11,12,13,9,10,13,11,12,14,13,11, 5   , 12  , 14  , 15  ,14,8, 16  , 11  , 5   , 7   , 14  ,8, 8   ,13,27, ST                          ,2.7,32.697746,29.997744369506837
